2015-07-14 19:07:29.202 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24400 rows inserted
2015-07-14 19:07:29.256 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24500 rows inserted
2015-07-14 19:07:29.331 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24600 rows inserted
2015-07-14 19:07:29.384 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24700 rows inserted
2015-07-14 19:07:29.443 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24800 rows inserted
2015-07-14 19:07:29.497 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 24900 rows inserted
2015-07-14 19:07:29.547 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25000 rows inserted
2015-07-14 19:07:29.602 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25100 rows inserted
2015-07-14 19:07:29.653 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25200 rows inserted
2015-07-14 19:07:29.704 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25300 rows inserted
2015-07-14 19:07:29.761 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25400 rows inserted
2015-07-14 19:07:29.824 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25500 rows inserted
2015-07-14 19:07:29.880 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25600 rows inserted
2015-07-14 19:07:29.930 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25700 rows inserted
2015-07-14 19:07:29.981 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25800 rows inserted
2015-07-14 19:07:30.034 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 25900 rows inserted
2015-07-14 19:07:30.085 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26000 rows inserted
2015-07-14 19:07:30.136 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26100 rows inserted
2015-07-14 19:07:30.187 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26200 rows inserted
2015-07-14 19:07:30.283 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26300 rows inserted
2015-07-14 19:07:30.367 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26400 rows inserted
2015-07-14 19:07:30.417 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26500 rows inserted
2015-07-14 19:07:30.475 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26600 rows inserted
2015-07-14 19:07:30.528 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26700 rows inserted
2015-07-14 19:07:30.582 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26800 rows inserted
2015-07-14 19:07:30.632 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 26900 rows inserted
2015-07-14 19:07:30.679 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27000 rows inserted
2015-07-14 19:07:30.730 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27100 rows inserted
2015-07-14 19:07:30.785 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27200 rows inserted
2015-07-14 19:07:30.831 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27300 rows inserted
2015-07-14 19:07:30.887 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27400 rows inserted
2015-07-14 19:07:30.936 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27500 rows inserted
2015-07-14 19:07:30.990 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27600 rows inserted
2015-07-14 19:07:31.037 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27700 rows inserted
2015-07-14 19:07:31.103 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27800 rows inserted
2015-07-14 19:07:31.158 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 27900 rows inserted
2015-07-14 19:07:31.210 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28000 rows inserted
2015-07-14 19:07:31.263 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28100 rows inserted
2015-07-14 19:07:31.322 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28200 rows inserted
2015-07-14 19:07:31.369 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28300 rows inserted
2015-07-14 19:07:31.420 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28400 rows inserted
2015-07-14 19:07:31.468 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28500 rows inserted
2015-07-14 19:07:31.520 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28600 rows inserted
2015-07-14 19:07:31.567 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28700 rows inserted
2015-07-14 19:07:31.617 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28800 rows inserted
2015-07-14 19:07:31.667 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 28900 rows inserted
2015-07-14 19:07:31.719 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29000 rows inserted
2015-07-14 19:07:31.768 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29100 rows inserted
2015-07-14 19:07:31.819 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29200 rows inserted
2015-07-14 19:07:31.870 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29300 rows inserted
2015-07-14 19:07:31.920 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29400 rows inserted
2015-07-14 19:07:31.967 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29500 rows inserted
2015-07-14 19:07:32.026 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29600 rows inserted
2015-07-14 19:07:32.076 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29700 rows inserted
2015-07-14 19:07:32.126 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29800 rows inserted
2015-07-14 19:07:32.176 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 29900 rows inserted
2015-07-14 19:07:32.230 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30000 rows inserted
2015-07-14 19:07:32.285 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30100 rows inserted
2015-07-14 19:07:32.349 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30200 rows inserted
2015-07-14 19:07:32.396 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30300 rows inserted
2015-07-14 19:07:32.449 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30400 rows inserted
2015-07-14 19:07:32.499 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30500 rows inserted
2015-07-14 19:07:32.548 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30600 rows inserted
2015-07-14 19:07:32.598 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30700 rows inserted
2015-07-14 19:07:32.662 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30800 rows inserted
2015-07-14 19:07:32.733 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 30900 rows inserted
2015-07-14 19:07:32.814 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31000 rows inserted
2015-07-14 19:07:32.888 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31100 rows inserted
2015-07-14 19:07:32.964 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31200 rows inserted
2015-07-14 19:07:33.043 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31300 rows inserted
2015-07-14 19:07:33.112 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31400 rows inserted
2015-07-14 19:07:33.162 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31500 rows inserted
2015-07-14 19:07:33.215 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31600 rows inserted
2015-07-14 19:07:33.264 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31700 rows inserted
2015-07-14 19:07:33.355 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31800 rows inserted
2015-07-14 19:07:33.404 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 31900 rows inserted
2015-07-14 19:07:33.458 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32000 rows inserted
2015-07-14 19:07:33.509 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32100 rows inserted
2015-07-14 19:07:33.561 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32200 rows inserted
2015-07-14 19:07:33.613 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32300 rows inserted
2015-07-14 19:07:33.672 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32400 rows inserted
2015-07-14 19:07:33.723 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32500 rows inserted
2015-07-14 19:07:33.778 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32600 rows inserted
2015-07-14 19:07:33.830 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32700 rows inserted
2015-07-14 19:07:33.885 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32800 rows inserted
2015-07-14 19:07:33.940 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 32900 rows inserted
2015-07-14 19:07:33.995 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33000 rows inserted
2015-07-14 19:07:34.048 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33100 rows inserted
2015-07-14 19:07:34.095 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33200 rows inserted
2015-07-14 19:07:34.143 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33300 rows inserted
2015-07-14 19:07:34.193 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33400 rows inserted
2015-07-14 19:07:34.244 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33500 rows inserted
2015-07-14 19:07:34.292 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33600 rows inserted
2015-07-14 19:07:34.349 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33700 rows inserted
2015-07-14 19:07:34.396 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33800 rows inserted
2015-07-14 19:07:34.455 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 33900 rows inserted
2015-07-14 19:07:34.507 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34000 rows inserted
2015-07-14 19:07:34.554 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34100 rows inserted
2015-07-14 19:07:34.607 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34200 rows inserted
2015-07-14 19:07:34.670 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34300 rows inserted
2015-07-14 19:07:34.715 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34400 rows inserted
2015-07-14 19:07:34.762 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34500 rows inserted
2015-07-14 19:07:34.810 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34600 rows inserted
2015-07-14 19:07:34.859 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34700 rows inserted
2015-07-14 19:07:34.912 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34800 rows inserted
2015-07-14 19:07:34.962 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 34900 rows inserted
2015-07-14 19:07:35.016 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35000 rows inserted
2015-07-14 19:07:35.069 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35100 rows inserted
2015-07-14 19:07:35.118 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35200 rows inserted
2015-07-14 19:07:35.173 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35300 rows inserted
2015-07-14 19:07:35.228 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35400 rows inserted
2015-07-14 19:07:35.275 [main] INFO  org.openbusinessintelligence.core.db.DataCopier - 35500 rows inserted
